日期,项目,阶段,部门,具体任务,工时
09/02-09/08,全国软通,,业务部Tina,协调 汇总 输出竣工图及洽商图 1南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目 2武汉东湖高新区未来科技城C2栋10层MAG场地电路及监控系统改造项目 r2(1),6
09/02-09/08,全国软通,,业务部Tina,给家具供应商请款,6
09/02-09/08,全国软通,,业务部Tina,协助修改文件,6
09/02-09/08,全国软通,,业务部Tina,,27
09/02-09/08,全国软通,,业务部Tina,西安项目远程管理，,70
09/02-09/08,全国软通,,业务部Tina,上海软通 成都软通 杭州软通 武汉软通项目管理,45
09/02-09/08,深圳软通,,业务部Tina,1、平面方案输出及调整；2、施工图纸,10
09/02-09/08,武汉软通,,业务部Tina,武汉花山所有场地消防灭火器维修跟进，花山C15栋6层摄像头移位跟进,12
09/02-09/08,武汉软通,,业务部Tina,1、施工图纸调整；,4
09/02-09/08,西安软通,2. 设计阶段,业务部Tina,1、平面方案输出；,9
09/02-09/08,GS210075-SH07 中信资本-SH-太古汇F40层办公室设计施工项目,5. 售后阶段,预算部,维保协议过程沟通（0.5小时）,0.5
09/02-09/08,GS210091-SD10 歌尔科技产业项目一期B栋精装工程二标段,3. 施工阶段,预算部,竣工结算项目（时间4小时） 1.空调风口规格超过0.3平米得工程量进行扣减 2.核对装饰图纸及暖通图纸进行扣减空调风口,4
09/02-09/08,GS220026-SD03 歌尔光电园二期综合服务楼二标段室内精装修项目,4. 竣工阶段,预算部,1.8-9-10层劳务结算二次上报审核（7小时）,10
09/02-09/08,GS220026-SD03 歌尔光电园二期综合服务楼二标段室内精装修项目,4. 竣工阶段,预算部,竣工结算阶段（42h),42
09/02-09/08,GS220034-BJ04 华控展示中心项目,4. 竣工阶段,预算部,竣工结算阶段,1.5
09/02-09/08,GS230012-BJ03 菁英茶总部装饰装修工程,5. 售后阶段,预算部,竣工项目(1h),1
09/02-09/08,GS230022-BJ03 乐华娱乐-BJ-朝阳区安翔里1号院北楼1-2F商业设计项目,4. 竣工阶段,预算部,劳务结算（9h）,9
09/02-09/08,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,预算部,在施项目（8h）,8
09/02-09/08,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,预算部,在施项目（4h） 1.核对图纸及现场确认现场情况,4
09/02-09/08,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,预算部,在施项目（4h） 1. 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目，整理成本利润率反馈给到思迪,4
09/02-09/08,GS230054-BJ07 菁英茶总部装饰装修工程活动家具采购项目,5. 售后阶段,预算部,家具合同配合（3h）,3
09/02-09/08,GS240000-GZWX 2024年合同额小于20万维修改造项目,5. 售后阶段,预算部,公司年度维修（2h）,2
09/02-09/08,GS240000-GZWX 2024年合同额小于20万维修改造项目,3. 施工阶段,预算部,投标报价阶段(6h)歌尔南京IT机房电力改造项目,6
09/02-09/08,GS240000-GZWX 2024年合同额小于20万维修改造项目,3. 施工阶段,预算部,1、首开书院大家书房项目，配合商务设计调整报价；(1h),5
09/02-09/08,GS240000-GZWX 2024年合同额小于20万维修改造项目,3. 施工阶段,预算部,会议室更换壁纸零星报价更新(0.5小时),0.5
09/02-09/08,GS240000-GZWX 2024年合同额小于20万维修改造项目,3. 施工阶段,预算部,投标项目：(2h）,2
09/02-09/08,GS240013-SH01 上海联江芯亚芯科技园2号楼7楼局部装修施工项目,4. 竣工阶段,预算部,机电变更按照确认版工程量调整报价（0.5小时）,0.5
09/02-09/08,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,1. 投标阶段,预算部,投标阶段（8h）,8
09/02-09/08,GS240028-BJ07 海淀文化艺术大厦设计项目,1. 投标阶段,预算部,施工投标阶段（12h）,12
09/02-09/08,GS240028-BJ07 海淀文化艺术大厦设计项目,1. 投标阶段,预算部,报价调整（6小时）,6
09/02-09/08,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,1. 投标阶段,预算部,商务报价阶段(16h),16
09/02-09/08,GS240034-BJ10 炮局二条一号院会所设计施工项目,4. 竣工阶段,预算部,1.竣工劳务结算审核(4.5小时),12.5
09/02-09/08,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,3. 施工阶段,预算部,施工项目：(2h）,2
09/02-09/08,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,3. 施工阶段,预算部,项目施工阶段（15h）,15
09/02-09/08,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,2. 设计阶段,预算部,投资估算阶段（6h）,6
09/02-09/08,GS240064-BJ30 北京大学燕京学堂设计项目,3. 施工阶段,预算部,竣工与甲方的结算文件调整，含过程沟通（1小时）,1
09/02-09/08,GS240092-BJ49 学大教育-BJ-金尚城溪2F设计施工项目,2. 设计阶段,预算部,出设计概算（10小时）,10
09/02-09/08,ISS24046-SZ03 深圳龙岗金荣达6栋1层MAG华为专属场地前台综合升级改造项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h）,2
09/02-09/08,ISS24048-BJ03 北京海淀软通总部大楼1层ICP实验室改造项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h）,2
09/02-09/08,ISS24059-CD04 成都武侯区西部智谷4层DOS场地监控系统升级改造项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h),2
09/02-09/08,ISS24062-LY05 洛阳洛龙中移在线新园区E字楼中楼5层502单元INT阿里云业务专属场地新建项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h),2
09/02-09/08,ISS24068-BJ05 北京海淀区软通总部大楼3层DOS滴滴业务场地网络改造项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h),2
09/02-09/08,ISS24069-XA05 西安高新区环普产业园E幢2-5层MAG华为场地机房消防器材（七氟丙烷）维护项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h),2
09/02-09/08,ISS24071-WH05 武汉东湖高新区未来科技城C2栋10层MAG场地电路及监控系统改造项目,4. 竣工阶段,预算部,项目已完工结算阶段（4h）,4
09/02-09/08,ISS24080-BJ06 北京海淀区互联网创新中心3层二期综合场地退租项目,4. 竣工阶段,预算部,项目已完工结算阶段（2h）,2
09/02-09/08,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,2. 设计阶段,预算部,施工图纸报价阶段（10h）,10
09/02-09/08,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,2. 设计阶段,预算部,施工图纸报价阶段（25h）,25
09/02-09/08,ISS24134-DG08 东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,2. 设计阶段,预算部,施工图纸报价阶段（4h),4
09/02-09/08,ISS24140-GZ08 广州黄埔广纳院本部园区1栋16层综合场地新建项目,2. 设计阶段,预算部,项目前期平面图纸概算阶段（8h),8
09/02-09/08,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,2. 设计阶段,预算部,施工图纸报价阶段（8h),8
09/02-09/08,ISS24142-CD09 成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,2. 设计阶段,预算部,施工图纸报价阶段（3h),3
09/02-09/08,ISS24149-SZ09 深圳福田新浩E都4层6层MAG荣耀场地机房空调管道漏水5层天花修复项目,2. 设计阶段,预算部,项目前期平面图纸概算阶段（4h),4
09/02-09/08,成都软通,,预算部,项目前期平面图纸概算阶段（2h),2
09/02-09/08,会议培训及行政类工作,,预算部,金尚支持活动 Toi木工（8h）,8
09/02-09/08,会议培训及行政类工作,,预算部,周例会、周报整理、数据透视表学习等（16h）,16
09/02-09/08,会议培训及行政类工作,,预算部,四季度结构调整、Scrum会议（8h）,8
09/09-09/15,GS19037-BJ04 东方通数码大厦办公室装修,5. 售后阶段,IT部,大会议室无法投屏，远程指导解决,1
09/09-09/15,GS210069-SD06 青岛歌尔电声六期厂房办公区室内精装修项目,5. 售后阶段,IT部,核算弱电劳务付款情况，申请尾款,3
09/09-09/15,GS220033-BJ04 北京尚融资本管理有限公司家具采购及弱电实施,5. 售后阶段,IT部,尚融电话改线，远程指导,2
09/09-09/15,GS220034-BJ04 华控展示中心项目,5. 售后阶段,IT部,华控咨询UPS事宜。华控售后。华控播控失灵问题与厂家沟通，寻求解决方案。,3
09/09-09/15,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,IT部,4层5层根据装饰调整，调整弱电施工图,3
09/09-09/15,GS230054-BJ07 菁英茶总部装饰装修工程活动家具采购项目,5. 售后阶段,IT部,整理菁英茶发回公司弱电材料。,1
09/09-09/15,GS230067-BJ09 金尚城溪-设计施工项目,3. 施工阶段,IT部,核对施工图，设备选型，设备采购，现场沟通，远程指导等等,45
09/09-09/15,GS230078-BJ11 北京嘉华学院设计项目,2. 设计阶段,IT部,根据装饰调整，调整接待厅弱电施工图。布置汇报厅点位等,8
09/09-09/15,GS240007-SD01 歌尔2024年青岛潍坊系列改造项目,1. 投标阶段,IT部,南京机房电力增容接收投标文件，内部沟通报价策略,2
09/09-09/15,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,2. 设计阶段,IT部,内部阶段性沟通绘图阶段遇到的问题，根据装饰及机电图纸，更正弱电图纸,9
09/09-09/15,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,2. 设计阶段,IT部,核对清单，配合预算及商务与甲方价格谈判,1
09/09-09/15,GS240034-BJ10 炮局二条一号院会所设计施工项目,4. 竣工阶段,IT部,核对弱电竣工图相关内容,1
09/09-09/15,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,3. 施工阶段,IT部,内部沟通平面弱电设备安装、配合装饰落图，安排音视频、LED厂家进场施工，沟通现场问题等。,3
09/09-09/15,GS240056-BJ22 恐龙乐园-BJ-恐龙主题乐园项目,2. 设计阶段,IT部,与甲方开会沟通弱电点位，根据最新平面图，重新绘制弱电施工图,20
09/09-09/15,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,3. 施工阶段,IT部,设备测试，下单采购，沟通需求,2
09/09-09/15,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,3. 施工阶段,IT部,熵基门禁进度沟通,3
09/09-09/15,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,3. 施工阶段,IT部,项目施工进度把控，与电工，安防厂家安排施工设备安装调试工作,3
09/09-09/15,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,3. 施工阶段,IT部,安防主材核对，安排无锡库房出库，发货到指定位置,3
09/09-09/15,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,2. 设计阶段,IT部,与甲方沟通，更新弱电施工图,4
09/09-09/15,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,3. 施工阶段,IT部,智能控沟通,3
09/09-09/15,ISS24130-ZZ08 郑州金水区西亚斯园区11号楼5层INT场地改造项目,3. 施工阶段,IT部,与客户对接新需求，更新施工图，安排弱电材料补发下单,3
09/09-09/15,ISS24133-NJ08 南京江宁德融科创中心3#4#楼1层及4-12层综合场地新建项目 ,2. 设计阶段,IT部,线上与客户沟通需求，绘制弱电机房布局图并发出,12
09/09-09/15,ISS24138-SH08 上海浦东新区金闽园9号楼3层MAG场地门禁系统升级改造项目,3. 施工阶段,IT部,两个项目线上施工技术交底，安排熵基设备下单，安排供应商进场施工,6
09/09-09/15,ISS24139-WH08 武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,3. 施工阶段,IT部,弱电材料核对，安排发货,3
09/09-09/15,ISS24146-XA09 西安高新区环普产业园E幢2层4层MAG华为ICTT终端业务场地改造项目,2. 设计阶段,IT部,与甲方沟通，更新弱电施工图,6
09/09-09/15,ISS24150-CD09 成都郫都区万科菁蓉都会战略交付基地一期1层公区新建项目,2. 设计阶段,IT部,与甲方沟通，更新弱电施工图,9
09/09-09/15,IT部技术支持（WTL）,,IT部,WTL技术支持,21
09/09-09/15,IT部技术支持（金尚集团）,,IT部,金尚集团技术支持,71
09/09-09/15,IT部技术支持（金尚物业）,,IT部,金尚物业技术支持,5
09/09-09/15,IT部技术支持（租户）,,IT部,金尚租户技术支持,3
09/09-09/15,会议培训及行政类工作,,IT部,周例会、中秋会、惠东会议等等,8
09/09-09/15,会议培训及行政类工作,,IT部,公装之家洽谈合作、合同。沟通协调,3
09/09-09/15,金尚支持工作,,IT部,金尚活动支持,11
09/09-09/15,GS220080-BJ11 温哥华森林别墅设计施工项目,3. 施工阶段,采购部,"材料下单,施工现场配合-材料对接",7
09/09-09/15,GS230045-BJ07 华樾中心B座-BJ-朝阳区创远路28号院1号楼项目,3. 施工阶段,采购部,"材料下单,施工现场配合-材料对接",16
09/09-09/15,GS240001-BJ01 2024年金尚源改造,5. 售后阶段,采购部,售后维修,2
09/09-09/15,GS240020-QD03 歌尔科技产业项目二期-E栋实验室设计项目,2. 设计阶段,采购部,材料样板 设计选样,4
09/09-09/15,GS240032-BJ09 俄罗斯天然气北京办公室改造项目,3. 施工阶段,采购部,材料样板 设计选样,2
09/09-09/15,GS240035-BJ11 世贸国际公寓设计施工项目,3. 施工阶段,采购部,"材料下单,施工现场配合-材料对接",8
09/09-09/15,GS240043-HZ01 乐华娱乐-HZ-杭州星澜里4号楼10F项目,3. 施工阶段,采购部,货期跟进,1
09/09-09/15,GS240044-BJ14 巴基斯坦大使馆-BJ-朝阳区巴基斯坦大使馆会议室改造项目,3. 施工阶段,采购部,"材料样板 设计选样,施工现场配合-材料对接",10
09/09-09/15,GS240063-BJ29 博彦科技平安金融中心接待室改造项目,3. 施工阶段,采购部,材料下单,12
09/09-09/15,GS240064-BJ30 北京大学燕京学堂设计项目,4. 竣工阶段,采购部,供货完成,1
09/09-09/15,ISS23074-BJ04 北京通州信创园B区8栋18层装修工程项目,5. 售后阶段,采购部,"结算阶段,售后维修",2
09/09-09/15,ISS24028-JN02 济南历下区平安金融中心9层MAG华为业务专属场地新建项目,3. 施工阶段,采购部,材料下单,3
09/09-09/15,ISS24029-JN02 济南历下区平安金融中心8层综合场地新建项目,3. 施工阶段,采购部,材料下单,2
09/09-09/15,ISS24088-JN06 济南历下区平安金融中心8层803-804单元MAG华为业务专属场地扩建项目,3. 施工阶段,采购部,材料下单,3
09/09-09/15,ISS24116-SH07 上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,3. 施工阶段,采购部,"施工现场配合-材料对接,材料下单,货期跟进",20
09/09-09/15,ISS24130-ZZ08 郑州金水区西亚斯园区11号楼5层INT场地改造项目,3. 施工阶段,采购部,材料下单,2
09/09-09/15,ISS24139-WH08 武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,3. 施工阶段,采购部,材料下单,2
09/09-09/15,ISS24141-SH08 上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,3. 施工阶段,采购部,材料下单,3
09/09-09/15,GS230079-BJ11 方正国际大厦-设计项目,5. 售后阶段,景观部,甲方新增北广场开口看现场,3
09/09-09/15,GS240001-BJ01 2024年金尚源改造项目（金尚源植物养护工作）,3. 施工阶段,景观部,"植物采购,Henri植物营造,311租摆客户换蝴蝶兰",16
09/09-09/15,GS240006-QG02 宝马汽车2024-2026年年框设计项目,2. 设计阶段,景观部,MINI项目进度表,2
09/09-09/15,GS240019-BJ03 宝马品牌学院-BJ-设计施工项目,2. 设计阶段,景观部,合同整理盖章寄出,7
09/09-09/15,GS240057-BJ23 北京大学兰园书院设计项目,2. 设计阶段,景观部,"合同审核,合同签订,效果方案,现场踏勘风口",12
